bin_left,bin_right,bin_mid,count,is_structuring_band
390000,391000,390500.0,2996,0
391000,392000,391500.0,2783,0
392000,393000,392500.0,2872,0
393000,394000,393500.0,2805,0
394000,395000,394500.0,2892,0
395000,396000,395500.0,2832,0
396000,397000,396500.0,2725,0
397000,398000,397500.0,2741,0
398000,399000,398500.0,2708,0
399000,400000,399500.0,2596,0
400000,401000,400500.0,2713,0
401000,402000,401500.0,2646,0
402000,403000,402500.0,2627,0
403000,404000,403500.0,2593,0
404000,405000,404500.0,2517,0
405000,406000,405500.0,2567,0
406000,407000,406500.0,2595,0
407000,408000,407500.0,2603,0
408000,409000,408500.0,2487,0
409000,410000,409500.0,2450,0
410000,411000,410500.0,2519,0
411000,412000,411500.0,2479,0
412000,413000,412500.0,2459,0
413000,414000,413500.0,2435,0
414000,415000,414500.0,2326,0
415000,416000,415500.0,2364,0
416000,417000,416500.0,2410,0
417000,418000,417500.0,2310,0
418000,419000,418500.0,2333,0
419000,420000,419500.0,2380,0
420000,421000,420500.0,2292,0
421000,422000,421500.0,2295,0
422000,423000,422500.0,2273,0
423000,424000,423500.0,2275,0
424000,425000,424500.0,2256,0
425000,426000,425500.0,2223,0
426000,427000,426500.0,2210,0
427000,428000,427500.0,2121,0
428000,429000,428500.0,2164,0
429000,430000,429500.0,2207,0
430000,431000,430500.0,2204,0
431000,432000,431500.0,2167,0
432000,433000,432500.0,2094,0
433000,434000,433500.0,2091,0
434000,435000,434500.0,2183,0
435000,436000,435500.0,2075,0
436000,437000,436500.0,2049,0
437000,438000,437500.0,2029,0
438000,439000,438500.0,1954,0
439000,440000,439500.0,1976,0
440000,441000,440500.0,1967,0
441000,442000,441500.0,1948,0
442000,443000,442500.0,1981,0
443000,444000,443500.0,1982,0
444000,445000,444500.0,2023,0
445000,446000,445500.0,2048,0
446000,447000,446500.0,1808,0
447000,448000,447500.0,1845,0
448000,449000,448500.0,1870,0
449000,450000,449500.0,1805,0
450000,451000,450500.0,1875,0
451000,452000,451500.0,1875,0
452000,453000,452500.0,1858,0
453000,454000,453500.0,1785,0
454000,455000,454500.0,1783,0
455000,456000,455500.0,1666,0
456000,457000,456500.0,1812,0
457000,458000,457500.0,1793,0
458000,459000,458500.0,1662,0
459000,460000,459500.0,1656,0
460000,461000,460500.0,1771,0
461000,462000,461500.0,1788,0
462000,463000,462500.0,1687,0
463000,464000,463500.0,1662,0
464000,465000,464500.0,1623,0
465000,466000,465500.0,1557,0
466000,467000,466500.0,1597,0
467000,468000,467500.0,1571,0
468000,469000,468500.0,1626,0
469000,470000,469500.0,1572,0
470000,471000,470500.0,1542,0
471000,472000,471500.0,1513,0
472000,473000,472500.0,1657,0
473000,474000,473500.0,1612,0
474000,475000,474500.0,1519,0
475000,476000,475500.0,1546,0
476000,477000,476500.0,1572,0
477000,478000,477500.0,1460,0
478000,479000,478500.0,1463,0
479000,480000,479500.0,1453,0
480000,481000,480500.0,1441,0
481000,482000,481500.0,1450,0
482000,483000,482500.0,1449,0
483000,484000,483500.0,1460,0
484000,485000,484500.0,1433,0
485000,486000,485500.0,1420,0
486000,487000,486500.0,1445,0
487000,488000,487500.0,1460,0
488000,489000,488500.0,1401,0
489000,490000,489500.0,1374,0
490000,491000,490500.0,1354,0
491000,492000,491500.0,1300,0
492000,493000,492500.0,1248,0
493000,494000,493500.0,1389,0
494000,495000,494500.0,1299,0
495000,496000,495500.0,1259,0
496000,497000,496500.0,1331,0
497000,498000,497500.0,1267,0
498000,499000,498500.0,1297,0
499000,500000,499500.0,1250,0
500000,501000,500500.0,1267,0
501000,502000,501500.0,1288,0
502000,503000,502500.0,1229,0
503000,504000,503500.0,1248,0
504000,505000,504500.0,1294,0
505000,506000,505500.0,1098,0
506000,507000,506500.0,1267,0
507000,508000,507500.0,1214,0
508000,509000,508500.0,1182,0
509000,510000,509500.0,1183,0
510000,511000,510500.0,1195,0
511000,512000,511500.0,1159,0
512000,513000,512500.0,1138,0
513000,514000,513500.0,1173,0
514000,515000,514500.0,1141,0
515000,516000,515500.0,1113,0
516000,517000,516500.0,1097,0
517000,518000,517500.0,1148,0
518000,519000,518500.0,1122,0
519000,520000,519500.0,1049,0
520000,521000,520500.0,1101,0
521000,522000,521500.0,1087,0
522000,523000,522500.0,1058,0
523000,524000,523500.0,1046,0
524000,525000,524500.0,1035,0
525000,526000,525500.0,1043,0
526000,527000,526500.0,995,0
527000,528000,527500.0,1018,0
528000,529000,528500.0,971,0
529000,530000,529500.0,1055,0
530000,531000,530500.0,998,0
531000,532000,531500.0,925,0
532000,533000,532500.0,1025,0
533000,534000,533500.0,994,0
534000,535000,534500.0,996,0
535000,536000,535500.0,988,0
536000,537000,536500.0,911,0
537000,538000,537500.0,953,0
538000,539000,538500.0,920,0
539000,540000,539500.0,944,0
540000,541000,540500.0,947,0
541000,542000,541500.0,874,0
542000,543000,542500.0,939,0
543000,544000,543500.0,956,0
544000,545000,544500.0,919,0
545000,546000,545500.0,933,0
546000,547000,546500.0,886,0
547000,548000,547500.0,944,0
548000,549000,548500.0,872,0
549000,550000,549500.0,843,0
550000,551000,550500.0,821,0
551000,552000,551500.0,841,0
552000,553000,552500.0,873,0
553000,554000,553500.0,821,0
554000,555000,554500.0,819,0
555000,556000,555500.0,840,0
556000,557000,556500.0,867,0
557000,558000,557500.0,833,0
558000,559000,558500.0,805,0
559000,560000,559500.0,764,0
560000,561000,560500.0,844,0
561000,562000,561500.0,769,0
562000,563000,562500.0,813,0
563000,564000,563500.0,768,0
564000,565000,564500.0,767,0
565000,566000,565500.0,779,0
566000,567000,566500.0,799,0
567000,568000,567500.0,811,0
568000,569000,568500.0,767,0
569000,570000,569500.0,789,0
570000,571000,570500.0,746,0
571000,572000,571500.0,735,0
572000,573000,572500.0,745,0
573000,574000,573500.0,760,0
574000,575000,574500.0,749,0
575000,576000,575500.0,755,0
576000,577000,576500.0,687,0
577000,578000,577500.0,732,0
578000,579000,578500.0,665,0
579000,580000,579500.0,690,0
580000,581000,580500.0,658,0
581000,582000,581500.0,663,0
582000,583000,582500.0,736,0
583000,584000,583500.0,687,0
584000,585000,584500.0,698,0
585000,586000,585500.0,672,0
586000,587000,586500.0,649,0
587000,588000,587500.0,720,0
588000,589000,588500.0,688,0
589000,590000,589500.0,695,0
590000,591000,590500.0,668,0
591000,592000,591500.0,677,0
592000,593000,592500.0,625,0
593000,594000,593500.0,707,0
594000,595000,594500.0,619,0
595000,596000,595500.0,623,0
596000,597000,596500.0,637,0
597000,598000,597500.0,621,0
598000,599000,598500.0,632,0
599000,600000,599500.0,608,0
600000,601000,600500.0,606,0
601000,602000,601500.0,613,0
602000,603000,602500.0,604,0
603000,604000,603500.0,564,0
604000,605000,604500.0,594,0
605000,606000,605500.0,603,0
606000,607000,606500.0,596,0
607000,608000,607500.0,565,0
608000,609000,608500.0,590,0
609000,610000,609500.0,601,0
610000,611000,610500.0,588,0
611000,612000,611500.0,626,0
612000,613000,612500.0,615,0
613000,614000,613500.0,601,0
614000,615000,614500.0,577,0
615000,616000,615500.0,540,0
616000,617000,616500.0,558,0
617000,618000,617500.0,541,0
618000,619000,618500.0,546,0
619000,620000,619500.0,574,0
620000,621000,620500.0,514,0
621000,622000,621500.0,550,0
622000,623000,622500.0,519,0
623000,624000,623500.0,547,0
624000,625000,624500.0,544,0
625000,626000,625500.0,548,0
626000,627000,626500.0,529,0
627000,628000,627500.0,529,0
628000,629000,628500.0,528,0
629000,630000,629500.0,498,0
630000,631000,630500.0,526,0
631000,632000,631500.0,472,0
632000,633000,632500.0,509,0
633000,634000,633500.0,524,0
634000,635000,634500.0,513,0
635000,636000,635500.0,512,0
636000,637000,636500.0,507,0
637000,638000,637500.0,539,0
638000,639000,638500.0,498,0
639000,640000,639500.0,524,0
640000,641000,640500.0,505,0
641000,642000,641500.0,480,0
642000,643000,642500.0,490,0
643000,644000,643500.0,444,0
644000,645000,644500.0,489,0
645000,646000,645500.0,504,0
646000,647000,646500.0,452,0
647000,648000,647500.0,455,0
648000,649000,648500.0,420,0
649000,650000,649500.0,504,0
650000,651000,650500.0,476,0
651000,652000,651500.0,481,0
652000,653000,652500.0,462,0
653000,654000,653500.0,471,0
654000,655000,654500.0,475,0
655000,656000,655500.0,447,0
656000,657000,656500.0,442,0
657000,658000,657500.0,442,0
658000,659000,658500.0,457,0
659000,660000,659500.0,416,0
660000,661000,660500.0,468,0
661000,662000,661500.0,422,0
662000,663000,662500.0,447,0
663000,664000,663500.0,430,0
664000,665000,664500.0,430,0
665000,666000,665500.0,443,0
666000,667000,666500.0,418,0
667000,668000,667500.0,393,0
668000,669000,668500.0,418,0
669000,670000,669500.0,388,0
670000,671000,670500.0,418,0
671000,672000,671500.0,414,0
672000,673000,672500.0,411,0
673000,674000,673500.0,444,0
674000,675000,674500.0,409,0
675000,676000,675500.0,407,0
676000,677000,676500.0,391,0
677000,678000,677500.0,386,0
678000,679000,678500.0,401,0
679000,680000,679500.0,410,0
680000,681000,680500.0,386,0
681000,682000,681500.0,413,0
682000,683000,682500.0,364,0
683000,684000,683500.0,439,0
684000,685000,684500.0,416,0
685000,686000,685500.0,401,0
686000,687000,686500.0,390,0
687000,688000,687500.0,384,0
688000,689000,688500.0,399,0
689000,690000,689500.0,384,0
690000,691000,690500.0,403,0
691000,692000,691500.0,376,0
692000,693000,692500.0,358,0
693000,694000,693500.0,356,0
694000,695000,694500.0,380,0
695000,696000,695500.0,337,0
696000,697000,696500.0,376,0
697000,698000,697500.0,360,0
698000,699000,698500.0,365,0
699000,700000,699500.0,359,0
700000,701000,700500.0,400,0
701000,702000,701500.0,361,0
702000,703000,702500.0,387,0
703000,704000,703500.0,351,0
704000,705000,704500.0,382,0
705000,706000,705500.0,355,0
706000,707000,706500.0,332,0
707000,708000,707500.0,355,0
708000,709000,708500.0,388,0
709000,710000,709500.0,339,0
710000,711000,710500.0,372,0
711000,712000,711500.0,352,0
712000,713000,712500.0,358,0
713000,714000,713500.0,305,0
714000,715000,714500.0,342,0
715000,716000,715500.0,359,0
716000,717000,716500.0,336,0
717000,718000,717500.0,344,0
718000,719000,718500.0,344,0
719000,720000,719500.0,297,0
720000,721000,720500.0,292,0
721000,722000,721500.0,345,0
722000,723000,722500.0,330,0
723000,724000,723500.0,345,0
724000,725000,724500.0,333,0
725000,726000,725500.0,318,0
726000,727000,726500.0,329,0
727000,728000,727500.0,308,0
728000,729000,728500.0,345,0
729000,730000,729500.0,340,0
730000,731000,730500.0,357,0
731000,732000,731500.0,339,0
732000,733000,732500.0,306,0
733000,734000,733500.0,313,0
734000,735000,734500.0,305,0
735000,736000,735500.0,335,0
736000,737000,736500.0,338,0
737000,738000,737500.0,335,0
738000,739000,738500.0,308,0
739000,740000,739500.0,292,0
740000,741000,740500.0,323,0
741000,742000,741500.0,335,0
742000,743000,742500.0,286,0
743000,744000,743500.0,317,0
744000,745000,744500.0,333,0
745000,746000,745500.0,315,0
746000,747000,746500.0,329,0
747000,748000,747500.0,301,0
748000,749000,748500.0,309,0
749000,750000,749500.0,304,0
750000,751000,750500.0,293,0
751000,752000,751500.0,264,0
752000,753000,752500.0,283,0
753000,754000,753500.0,299,0
754000,755000,754500.0,328,0
755000,756000,755500.0,326,0
756000,757000,756500.0,297,0
757000,758000,757500.0,291,0
758000,759000,758500.0,256,0
759000,760000,759500.0,302,0
760000,761000,760500.0,286,0
761000,762000,761500.0,283,0
762000,763000,762500.0,328,0
763000,764000,763500.0,283,0
764000,765000,764500.0,297,0
765000,766000,765500.0,272,0
766000,767000,766500.0,283,0
767000,768000,767500.0,257,0
768000,769000,768500.0,308,0
769000,770000,769500.0,306,0
770000,771000,770500.0,288,0
771000,772000,771500.0,291,0
772000,773000,772500.0,300,0
773000,774000,773500.0,285,0
774000,775000,774500.0,246,0
775000,776000,775500.0,308,0
776000,777000,776500.0,254,0
777000,778000,777500.0,285,0
778000,779000,778500.0,248,0
779000,780000,779500.0,237,0
780000,781000,780500.0,308,0
781000,782000,781500.0,287,0
782000,783000,782500.0,282,0
783000,784000,783500.0,251,0
784000,785000,784500.0,266,0
785000,786000,785500.0,271,0
786000,787000,786500.0,280,0
787000,788000,787500.0,286,0
788000,789000,788500.0,227,0
789000,790000,789500.0,261,0
790000,791000,790500.0,260,0
791000,792000,791500.0,240,0
792000,793000,792500.0,260,0
793000,794000,793500.0,268,0
794000,795000,794500.0,264,0
795000,796000,795500.0,272,0
796000,797000,796500.0,260,0
797000,798000,797500.0,231,0
798000,799000,798500.0,274,0
799000,800000,799500.0,283,0
800000,801000,800500.0,245,0
801000,802000,801500.0,271,0
802000,803000,802500.0,260,0
803000,804000,803500.0,276,0
804000,805000,804500.0,293,0
805000,806000,805500.0,256,0
806000,807000,806500.0,248,0
807000,808000,807500.0,254,0
808000,809000,808500.0,241,0
809000,810000,809500.0,236,0
810000,811000,810500.0,282,0
811000,812000,811500.0,260,0
812000,813000,812500.0,268,0
813000,814000,813500.0,230,0
814000,815000,814500.0,239,0
815000,816000,815500.0,245,0
816000,817000,816500.0,261,0
817000,818000,817500.0,259,0
818000,819000,818500.0,227,0
819000,820000,819500.0,250,0
820000,821000,820500.0,238,0
821000,822000,821500.0,249,0
822000,823000,822500.0,228,0
823000,824000,823500.0,223,0
824000,825000,824500.0,220,0
825000,826000,825500.0,257,0
826000,827000,826500.0,241,0
827000,828000,827500.0,220,0
828000,829000,828500.0,205,0
829000,830000,829500.0,213,0
830000,831000,830500.0,219,0
831000,832000,831500.0,229,0
832000,833000,832500.0,234,0
833000,834000,833500.0,239,0
834000,835000,834500.0,240,0
835000,836000,835500.0,249,0
836000,837000,836500.0,251,0
837000,838000,837500.0,232,0
838000,839000,838500.0,220,0
839000,840000,839500.0,244,0
840000,841000,840500.0,231,0
841000,842000,841500.0,255,0
842000,843000,842500.0,222,0
843000,844000,843500.0,209,0
844000,845000,844500.0,236,0
845000,846000,845500.0,247,0
846000,847000,846500.0,253,0
847000,848000,847500.0,200,0
848000,849000,848500.0,236,0
849000,850000,849500.0,237,0
850000,851000,850500.0,249,0
851000,852000,851500.0,228,0
852000,853000,852500.0,238,0
853000,854000,853500.0,220,0
854000,855000,854500.0,228,0
855000,856000,855500.0,246,0
856000,857000,856500.0,228,0
857000,858000,857500.0,219,0
858000,859000,858500.0,213,0
859000,860000,859500.0,203,0
860000,861000,860500.0,225,0
861000,862000,861500.0,234,0
862000,863000,862500.0,250,0
863000,864000,863500.0,217,0
864000,865000,864500.0,216,0
865000,866000,865500.0,233,0
866000,867000,866500.0,236,0
867000,868000,867500.0,229,0
868000,869000,868500.0,240,0
869000,870000,869500.0,229,0
870000,871000,870500.0,217,0
871000,872000,871500.0,215,0
872000,873000,872500.0,205,0
873000,874000,873500.0,201,0
874000,875000,874500.0,207,0
875000,876000,875500.0,229,0
876000,877000,876500.0,211,0
877000,878000,877500.0,221,0
878000,879000,878500.0,241,0
879000,880000,879500.0,221,0
880000,881000,880500.0,219,0
881000,882000,881500.0,234,0
882000,883000,882500.0,228,0
883000,884000,883500.0,222,0
884000,885000,884500.0,215,0
885000,886000,885500.0,208,0
886000,887000,886500.0,199,0
887000,888000,887500.0,206,0
888000,889000,888500.0,201,0
889000,890000,889500.0,223,0
890000,891000,890500.0,228,0
891000,892000,891500.0,210,0
892000,893000,892500.0,198,0
893000,894000,893500.0,238,0
